ID,Category,Question,Option1,Option2,Option3,Option4,Answer,Hint
q_7404,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Computer Crimes Act No. 24 of 2007","Forest Act","Traffic Act","Housing Act","Computer Crimes Act No. 24 of 2007","Look for Computer/Electronic/Intellectual Property laws."
q_7405,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Testing & Debugging","Gaming","Data Entry","Printing","Testing & Debugging","It is a step in building software."
q_7406,"Web Development","Which HTML tag is used to define a large heading?","{code}","<h1>","[link]","<invalid>","<h1>","HTML tags start with < and end with >."
q_7407,"Health/Security","Which of the following is a cyber security threat?","Antivirus","Backup","Spam","Firewall","Spam","Threats are malicious software or attacks."
q_7408,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Data Entry","Printing","Gaming","Deployment","Deployment","It is a step in building software."
q_7409,"Networking","Which term is related to computer networking?","Monitor","Keyboard","Printer","Client-Server","Client-Server","It relates to connectivity or web addresses."
q_7410,"Networking","Which term is related to computer networking?","Monitor","Keyboard","Printer","Client-Server","Client-Server","It relates to connectivity or web addresses."
q_7411,"Programming (Pascal)","In Pascal syntax, which word has a special meaning?","Login","System32","For..Do","WiFi","For..Do","It is part of Pascal language keywords."
q_7412,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Intellectual Property Act","Traffic Act","Forest Act","Housing Act","Intellectual Property Act","Look for Computer/Electronic/Intellectual Property laws."
q_7413,"Web Development","Which HTML tag is used to define the document body?","{code}","<invalid>","[link]","<body>","<body>","HTML tags start with < and end with >."
q_7414,"Hardware","Which generation of computers is associated with Microprocessors (4th Gen)?","Vacuum Tubes (1st Gen)","Integrated Circuits (3rd Gen)","Transistors (2nd Gen)","Microprocessors (4th Gen)","Microprocessors (4th Gen)","Input devices send data INTO the computer."
q_7415,"Hardware","Find the Input Device from the list below:","Microphone","Plotter","Speaker","Plotter","Microphone","Input devices send data INTO the computer."
q_7416,"Logic Gates","Which logic gate performs a Boolean logic operation?","USB","NOT","BIOS","SSD","NOT","Logic gates operate on TRUE/FALSE values."
q_7417,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Data Entry","System Design","Gaming","Printing","System Design","It is a step in building software."
q_7418,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Traffic Act","Forest Act","Electronic Transactions Act","Housing Act","Electronic Transactions Act","Look for Computer/Electronic/Intellectual Property laws."
q_7419,"Logic Gates","Which logic gate performs a Boolean logic operation?","AND","SSD","BIOS","USB","AND","Logic gates operate on TRUE/FALSE values."
q_7420,"Networking","Which term is related to computer networking?","Monitor","Client-Server","Keyboard","Printer","Client-Server","It relates to connectivity or web addresses."
q_7421,"ICT Applications","The term 'E-Government' is associated with which field?","ICT Applications","Logic Gates","Data Representation","Networking","ICT Applications","Think about how technology helps society."
q_7422,"Logic Gates","Which logic gate performs a Boolean logic operation?","SSD","USB","AND","BIOS","AND","Logic gates operate on TRUE/FALSE values."
q_7423,"Operating Systems","What is a primary function of an Operating System?","Web Browsing","User Interface","Photo Editing","Emailing","User Interface","Think about managing resources and maintenance."
q_7424,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Forest Act","Electronic Transactions Act","Traffic Act","Housing Act","Electronic Transactions Act","Look for Computer/Electronic/Intellectual Property laws."
q_7425,"Programming (Pascal)","In Pascal syntax, which word has a special meaning?","WiFi","Login","System32","Real","Real","It is part of Pascal language keywords."
q_7426,"Operating Systems","What is a primary function of an Operating System?","Emailing","Device Management","Web Browsing","Photo Editing","Device Management","Think about managing resources and maintenance."
q_7427,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Data Entry","Maintenance","Gaming","Printing","Maintenance","It is a step in building software."
q_7428,"Databases","In a database, what does the term 'Foreign Key' refer to?","A hardware port","A database structural element","A web browser","A network protocol","A database structural element","Tables, records, keys and queries are database elements."
q_7429,"Databases","In a database, what does the term 'Table' refer to?","A network protocol","A hardware port","A database structural element","A web browser","A database structural element","Tables, records, keys and queries are database elements."
q_7430,"Web Development","Which HTML tag is used to define a large heading?","{code}","[link]","<h1>","<invalid>","<h1>","HTML tags start with < and end with >."
q_7431,"Programming (Pascal)","Which of the following is a reserved keyword in Pascal?","If..Then","WiFi","Login","System32","If..Then","It is part of Pascal language keywords."
q_7432,"Operating Systems","Which utility software is essential for system maintenance?","Chrome","Antivirus","MS Word","Photoshop","Antivirus","Think about managing resources and maintenance."
q_7433,"Web Development","Which HTML tag is used to define the root of an HTML document?","{code}","[link]","<html>","<invalid>","<html>","HTML tags start with < and end with >."
q_7434,"Web Development","Which HTML tag is used to create a hyperlink?","[link]","<invalid>","{code}","<a>","<a>","HTML tags start with < and end with >."
q_7435,"ICT Applications","The term 'E-Government' is associated with which field?","ICT Applications","Data Representation","Networking","Logic Gates","ICT Applications","Think about how technology helps society."
q_7436,"Databases","In a database, what does the term 'Query' refer to?","A web browser","A hardware port","A database structural element","A network protocol","A database structural element","Tables, records, keys and queries are database elements."
q_7437,"Operating Systems","What is a primary function of an Operating System?","User Interface","Photo Editing","Emailing","Web Browsing","User Interface","Think about managing resources and maintenance."
q_7438,"Health/Security","Which of the following is a cyber security threat?","Antivirus","Phishing","Backup","Firewall","Phishing","Threats are malicious software or attacks."
q_7439,"Data Representation","Which storage unit is valid and commonly used?","Hertz","Kilobyte (KB)","Pixel","Volt","Kilobyte (KB)","Think about file sizes (KB, MB, GB)."
q_7440,"Programming (Pascal)","Identify the valid Pascal keyword from the options:","For..Do","System32","Login","WiFi","For..Do","It is part of Pascal language keywords."
q_7441,"Hardware","Find the Input Device from the list below:","Plotter","Speaker","Monitor (LED/LCD)","Webcam","Webcam","Input devices send data INTO the computer."
q_7442,"Programming (Pascal)","Which of the following is a reserved keyword in Pascal?","For..Do","Login","WiFi","System32","For..Do","It is part of Pascal language keywords."
q_7443,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Data Entry","Printing","Maintenance","Gaming","Maintenance","It is a step in building software."
q_7444,"Logic Gates","Which logic gate performs a Boolean logic operation?","USB","NOT","SSD","BIOS","NOT","Logic gates operate on TRUE/FALSE values."
q_7445,"Programming (Pascal)","In Pascal syntax, which word has a special meaning?","System32","Boolean","Login","WiFi","Boolean","It is part of Pascal language keywords."
q_7446,"Web Development","Which HTML tag is used to create a table?","<invalid>","{code}","<table>","[link]","<table>","HTML tags start with < and end with >."
q_7447,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Printing","System Design","Gaming","Data Entry","System Design","It is a step in building software."
q_7448,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Gaming","System Design","Data Entry","Printing","System Design","It is a step in building software."
q_7449,"Hardware","Which of the following is classified as an Input Device?","Plotter","Inkjet Printer","Speaker","Mouse","Mouse","Input devices send data INTO the computer."
q_7450,"Databases","In a database, what does the term 'Record' refer to?","A database structural element","A network protocol","A hardware port","A web browser","A database structural element","Tables, records, keys and queries are database elements."
q_7451,"Operating Systems","What is a primary function of an Operating System?","Emailing","Web Browsing","User Interface","Photo Editing","User Interface","Think about managing resources and maintenance."
q_7452,"Web Development","Which HTML tag is used to embed an image?","[link]","<img>","<invalid>","{code}","<img>","HTML tags start with < and end with >."
q_7453,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Traffic Act","Housing Act","Forest Act","Intellectual Property Act","Intellectual Property Act","Look for Computer/Electronic/Intellectual Property laws."
